rank,title_id,title,players,percentage
1,228748,Fortnite,87632,26.3914
2,223118,Roblox,58582,17.6426
3,10011898,EA SPORTS FC™ 26,48515,14.6108
4,10001130,Call of Duty®,46832,14.104
5,201930,Grand Theft Auto V,39459,11.8835
6,203715,Rocket League®,31520,9.4926
7,212779,Minecraft,22024,6.6328
8,203897,Tom Clancy's Rainbow Six Siege,14291,4.3039
9,10014149,NBA 2K26,13415,4.0401
10,10017658,Call of Duty®: Black Ops II,11430,3.4423
11,10018502,NBA 2K27,10342,3.1146
12,10010451,Marvel Rivals,10180,3.0658
13,10002456,Marvel's Spider-Man 2,9537,2.8722
14,232352,Apex Legends™,8049,2.424
15,209441,Red Dead Redemption 2,6871,2.0693
16,10009568,Battlefield™ 6,6306,1.8991
17,216627,Overwatch®,5865,1.7663
18,10002427,eFootball™,5746,1.7305
19,10000657,HELLDIVERS™ 2,5189,1.5627
20,10010048,VALORANT,5083,1.5308
21,10016736,EA SPORTS™ Madden NFL 27,4920,1.4817
22,10015430,MLB® The Show™ 26,4853,1.4615
23,10012604,EA SPORTS™ Madden NFL 26,4702,1.4161
24,10016592,EA SPORTS™ College Football 27,4625,1.3929
25,10009762,EA SPORTS FC™ 25,4577,1.3784
26,10011645,Call of Duty®: Modern Warfare® III,4459,1.3429
27,10006353,skate.™,4451,1.3405
28,10002788,UFC® 5,3985,1.2001
29,10000762,Marvel's Spider-Man,3897,1.1736
30,227319,Dead by Daylight,3832,1.1541
31,10003354,Fall Guys,3676,1.1071
32,10002313,The Crew Motorfest,3659,1.1019
33,10015762,Once Human,3605,1.0857
34,10000229,ASTRO's PLAYROOM,3543,1.067
35,10000956,Gran Turismo® 7,3317,0.999
36,216932,Brawlhalla,3289,0.9905
37,10017657,Call of Duty®: Black Ops,3279,0.9875
38,200763,Call of Duty®: Black Ops III,3010,0.9065
39,10010647,Forza Horizon 5,2884,0.8685
40,10011247,UFC® 6,2654,0.7993
41,10004896,Wobbly Life,2474,0.7451
42,10004911,Mortal Kombat 1,2453,0.7387
43,10000333,ELDEN RING,2448,0.7372
44,232374,Dying Light 2,2432,0.7324
45,10008716,Sniper Elite: Resistance,2350,0.7077
46,10003610,ARC Raiders,2348,0.7071
47,10017189,Big Walk,2336,0.7035
48,10007176,EA SPORTS FC™ 24,2310,0.6957
49,10012463,EA SPORTS™ College Football 26,2181,0.6568
50,234567,Cyberpunk 2077,2075,0.6249
51,10000649,Marvel's Spider-Man: Miles Morales,2052,0.618
52,10011027,Palworld,1989,0.599
53,216234,Gang Beasts,1910,0.5752
54,10013987,Assassin's Creed Black Flag Resynced,1902,0.5728
55,10013165,Call of Duty®: Black Ops 6,1868,0.5626
56,10001850,God of War Ragnarök,1831,0.5514
57,10007902,DRAGON BALL: Sparking! ZERO,1614,0.4861
58,230079,The Last of Us™ Part II,1561,0.4701
59,10009612,Farming Simulator 25,1558,0.4692
60,10010481,NBA 2K25,1515,0.4563
61,10000896,Genshin Impact,1502,0.4523
62,10007588,Stumble Guys,1455,0.4382
63,10009213,Ready or Not,1453,0.4376
64,10015300,WWE 2K26,1433,0.4316
65,10002363,Crimson Desert,1409,0.4243
66,235227,Ghost of Tsushima,1378,0.415
67,221694,For Honor,1377,0.4147
68,10009297,Undisputed,1355,0.4081
69,221852,Destiny 2,1323,0.3984
70,233072,Rust Console Edition,1311,0.3948
71,10003923,Ghost of Yōtei,1291,0.3888
72,10002811,Among Us,1254,0.3777
73,10006270,TEKKEN 8,1238,0.3728
74,231756,Mortal Kombat 11,1237,0.3725
75,205342,Warframe,1223,0.3683
76,10010058,Mortal Shell II,1201,0.3617
77,201697,Tom Clancy's Ghost Recon® Wildlands,1199,0.3611
78,10004336,EA SPORTS™ FIFA 23,1141,0.3436
79,205366,War Thunder,1130,0.3403
80,221850,DayZ,1125,0.3388
81,232447,Hogwarts Legacy,1119,0.337
